Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,,,,
IDA total,IDA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,16.81901374,17.93616757,18.94245956,19.36046302,19.4242249,20.20621962,21.10587753,21.53533234,22.32040079,22.85745822,23.73540181,24.83325078,25.01398928,25.03624026,25.25411041,25.52696677,26.96491174,27.27967969,27.60762418,40.37175924,40.65162901,39.61881829,39.45361661,38.09476991,37.67505226,38.33305741,38.59501153,39.29632682,40.05038227,39.82817435,39.93380829,39.92883712,39.8899549,39.88241517,39.88316718,40.03651653,40.39391606,40.53657372,39.09477225,39.0610408,36.76106107,36.80912869,37.59511632,33.45047184,,,,,,
IDA blend,IDB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,18.3296199,18.55185337,19.82101937,20.35236508,20.9945682,21.70661272,22.97825885,23.78680991,24.65580859,25.92081876,27.33734635,28.51413685,28.88883036,27.93863066,28.85576099,28.62144847,30.74291361,31.08539927,31.96188186,49.18669902,49.67001351,49.09711372,49.28574839,47.71848806,46.69969263,47.21953203,47.16287852,47.57047025,48.25453764,47.8962375,47.77532549,47.564767,47.15768445,46.97706027,46.23826925,45.97695444,45.78371761,45.69741086,43.77065741,43.46766321,43.9275537,43.39486519,42.29595784,34.38481098,,,,,,
Indonesia,IDN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,24.67655388,26.88289711,29.22823705,31.51109462,32.62206018,34.44660622,39.84436257,42.56705177,44.15716874,45.47945125,47.08413152,47.130112,46.66362823,47.70855221,48.5654273,52.44101584,52.1827749,51.85335857,53.60229117,53.43061152,54.81096836,55.70209753,59.07520986,57.46947569,60.59168122,61.50844393,62.04562742,60.66479567,62.21294558,61.95226725,61.4567562,62.54925387,62.44202269,64.31644718,64.9962453,65.17708139,64.58463741,63.80707707,65.52072458,67.15478782,65.3021442,65.34475065,65.26568681,66.08947546,,,,,,
IDA only,IDX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,15.54925386,17.42621181,18.20701491,18.52179429,18.06933611,18.90036186,19.44895984,19.50364852,20.18504164,19.98611358,20.26643236,21.25058943,21.20006179,22.22605696,21.70799995,22.47616039,23.12013285,23.39066713,23.08677828,29.12557787,28.82801779,27.06592351,26.08979001,25.36091574,26.29546592,27.0454363,27.79770165,28.88983221,29.66178367,29.64764369,30.15029591,30.52040677,30.94602561,31.27018811,32.39174665,33.11572305,34.16251574,34.60493348,33.92098801,34.17070158,28.00597187,28.87905385,32.4355267,32.56583822,,,,,,
Isle of Man,IMN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,35.11979343,35.22633466,35.31958299,36.46745679,36.9354604,37.85033548,38.22397866,37.21770194,38.70258161,39.38335072,41.41914116,43.0251332,43.85183637,45.17457373,47.22557302,48.25300177,49.68344915,51.24904856,52.81420226,53.76395973,55.0634924,56.07028245,56.95683361,58.01455003,59.98794193,60.8251558,61.77329025,62.01581767,63.46040016,63.72739451,63.64796634,64.32920579,64.51923944,65.58374371,65.98980361,66.80567371,67.88343297,69.00512159,71.14349792,71.40469516,71.4717185,72.41907946,72.28545864,73.57697909,,,,,,
Not classified,INX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,67.24186969,69.44043361,70.08592383,71.11172726,72.28615994,77.56958064,76.29088499,75.9370182,70.95171285,73.66488579,77.86187816,79.79172745,80.25689307,84.37851233,82.30069369,80.88234011,80.90209628,81.13919863,82.87807555,85.65078697,85.13866594,85.56191735,84.34570458,83.77268483,85.00176466,82.50107941,85.50581666,84.68189097,83.89442498,84.97974114,85.0618938,85.43300874,84.55978425,86.15562457,86.85399375,88.05593925,89.44904115,89.30314855,90.06428158,91.79905469,92.51571911,92.52159191,91.45913918,92.00226307,93.27692993,90.91552416,90.97299115,90.9317823,89.92434427,88.88512334,90.00309943,88.32246225,86.85564461,86.27790247,84.43758716,85.34281977,,,,,
"Iran, Islamic Rep.",IRN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,97.72734652,97.30849313,98.10416347,98.15357557,98.26741605,98.34472748,98.44183104,97.91164202,98.37937872,98.36808053,98.35686782,98.55704987,98.32213945,98.60389783,98.68177381,98.37627591,98.34118226,98.44487532,98.72366736,98.93136159,98.9182856,98.67888866,98.73988174,99.05873121,99.13064471,99.10415006,99.27119703,99.32626206,99.5767324,99.66519654,99.58503846,99.40728349,99.22623308,99.33232805,98.89005329,98.81113575,98.89622235,99.57303916,99.55557913,99.44489988,99.41712857,99.32468489,98.95888776,99.02258055,,,,,,
Iraq,IRQ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,99.07280121,99.17049303,99.01482841,98.9277625,99.01211544,99.2041577,99.07467205,99.05053476,98.97584928,99.20212137,99.27250895,99.29274207,99.41339783,99.43849746,99.50571038,99.54828252,98.44765254,98.71258924,98.83152456,98.76920404,99.37018628,99.64271263,99.75337386,99.79052925,99.7758246,99.77318585,99.80444018,99.71909612,99.62792002,99.67868431,99.70763948,99.72099519,99.72154385,99.27219718,97.5112546,96.8269499,97.16701666,97.84255722,97.58238974,97.55356735,97.67302488,97.57448177,96.68062348,95.98417678,,,,,,
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,72.12772797,69.75669076,69.2171756,69.71001925,68.16741661,69.59110063,68.76136156,66.240798,65.51641275,57.043839,54.34603204,53.12851508,50.17854952,51.61389517,51.9391215,47.66505957,45.07610232,45.55306906,44.44532355,42.55074364,39.59806602,33.82147341,29.80677309,28.4576979,30.65319084,29.26640696,31.01073197,31.87347101,30.31770794,30.16139987,28.63991379,27.83866607,29.76385459,30.04565618,29.98211422,29.28917095,30.73641907,29.75087974,28.02535708,24.46796246,22.62222591,22.89112189,23.08597581,22.8737876,24.08945105,23.65901196,19.71346012,16.15127411,13.16704987,12.17035433,11.51979151,10.25495259,10.3307143,10.40420687,10.92848727,11.28886875,,,,,
Israel,ISR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,99.98454533,99.9948453,,,,,,,,,,,,,97.25663732,97.05522124,97.15371952,97.39435323,97.26679233,97.00507659,97.02558513,97.15457349,97.11977185,97.23903624,97.26433977,97.25290474,97.3075124,97.15872967,97.16622168,97.20731488,97.15410338,96.91014223,96.9267106,96.66153647,96.62279159,96.95279432,97.07304487,96.53851268,96.39583377,96.35144842,96.48398605,96.6586088,96.57471452,91.74963606,97.38212413,,,,,
Italy,ITA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,85.6104209,87.61714451,89.31098024,89.16118115,90.11980939,90.05268689,90.54986401,91.62898255,92.43561268,93.30522623,93.31802378,93.46442774,93.7367118,94.54555309,93.68373787,93.16201776,93.92315188,93.02772925,93.49310257,93.84406981,93.73038866,93.35108724,92.58894558,92.52218785,91.61572111,91.81477521,91.45783237,93.38343377,92.90484374,93.29463062,93.43818883,92.89537208,92.58124189,92.27029006,92.08793745,93.02465207,92.61465541,92.44346418,92.28589095,91.84137185,91.73009539,91.40342479,91.03586734,90.2161117,90.40624236,89.80144618,89.19087872,88.18304312,86.8421531,84.85132567,84.62877402,84.46479721,82.20135574,79.96433459,78.58642262,79.94845474,,,,,
Jamaica,JAM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,86.2206009,89.07287751,91.39596664,90.23800708,90.54347076,89.53742116,90.15289063,89.75044152,91.31035935,90.17412253,90.34111952,89.20329082,88.25291559,86.41829649,85.37220563,85.42424747,85.76849736,85.81809024,86.54206485,82.59663876,82.63879671,83.53538021,83.98332316,83.86518635,84.90323689,85.25520123,84.87780925,86.69319415,86.64970853,84.55707037,86.91941096,88.97377256,89.34119113,89.03311744,88.91524035,90.11589565,90.32654003,85.97681496,82.31687106,82.65261778,82.49309604,80.82174271,81.40787349,80.97134481,,,,,,
Jordan,JOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,99.23427056,99.19000056,99.05091606,98.9027035,98.89465873,98.93775772,99.92993572,99.9429609,99.94444939,99.95447693,99.95094577,99.92264986,99.91859609,99.9259901,99.99617943,,,99.84865085,99.87863355,98.13195698,98.19656571,98.52817198,98.45020586,98.46758004,98.55367271,98.58591983,98.57261674,98.5627864,98.53940472,98.4559407,98.00084863,97.98188052,96.96364962,97.67449453,97.89825814,97.89538437,98.41011895,98.00535382,97.96266522,97.34740255,95.99311455,97.32109121,97.61826839,97.60844665,,,,,,
Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.77638049,93.60324056,94.42113367,94.60904532,95.20367033,95.14102392,95.26393589,96.50803224,96.64255952,97.01007706,97.00480674,96.51399787,96.57390676,97.34559991,96.17244178,95.47404891,94.9935628,95.52269976,93.39450472,92.61089091,91.32407256,90.74452145,88.51455278,87.43145523,87.10336968,84.96822914,84.56660031,83.4724417,84.73903951,84.91936201,84.55205339,83.88476789,83.95401954,82.42967512,82.68251329,81.47549791,81.21932811,80.35858715,79.39872966,80.61843812,80.67376563,80.60163834,81.83018977,84.31138174,82.70647334,81.61186176,81.4531167,83.48271492,83.21545458,81.22805604,80.91095442,89.76594207,94.62155285,94.63330153,94.4074689,93.02645511,,,,,
Kazakhstan,KAZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.95140293,97.24331096,97.55977451,98.09382002,96.58277851,97.26043248,97.19461595,97.37035736,97.63797078,97.61159254,97.25212234,97.48459332,97.93442453,98.51095824,98.96164693,98.67108722,98.84731326,98.8877292,98.9466038,99.05367536,98.78505276,98.93383169,98.87645395,99.19265774,99.17390731,,,,,,
Kenya,KEN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,21.06229795,21.7132026,20.92666948,20.8309659,19.78190796,20.79611461,21.47574208,20.60047774,20.29477957,20.37791006,19.3645801,17.73947928,15.89214302,17.52029625,17.75962699,18.74734554,19.2384623,18.60154946,18.78457201,17.84136137,16.83812837,16.54686215,15.95823285,14.78755106,15.59160211,16.31727244,15.54813956,16.52475081,16.95928355,18.23986293,16.421786,15.67695128,12.99901109,14.09902397,15.43874425,17.06526414,16.64351131,16.96466644,18.85477295,19.41168608,19.06401864,17.11461578,18.26607228,17.37957261,,,,,,
Kyrgyz Republic,KGZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.52393516,92.62683953,87.77939669,82.00145465,71.09036609,64.67421508,68.08947638,69.24585569,70.77945339,63.08087685,62.78335226,60.34194236,65.88786629,65.0494745,67.12009192,66.02258082,66.5907126,70.29172582,74.40930313,72.98543958,70.51697531,70.10080255,73.86900016,72.20951787,75.47621896,,,,,,
Cambodia,KHM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.02464871,17.92264811,18.41723741,18.41302261,19.51302766,20.33628847,21.64185631,18.62144657,19.54712898,24.43280442,27.19978905,29.42880446,32.96813121,32.73455606,27.94399482,30.05983124,28.98069106,29.04509302,28.61223426,30.6290814,,,,,,
Kiribati,KIR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
"Korea, Rep.",KOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,99.33108705,99.36350194,99.4878755,99.30030104,99.40830209,99.43398408,99.56141386,97.79865977,97.44106221,97.39015432,97.56185466,97.31503876,94.49032439,93.54388926,91.19473875,87.31446133,83.71814548,85.4666552,83.84311536,83.78013157,84.3380946,85.82812264,86.92320801,87.73615025,87.08372533,87.06887757,87.56412074,84.15197468,83.59460003,83.96860009,83.75121502,83.43111204,82.21699509,82.48511384,80.61091994,80.54716817,81.81923465,81.1693777,81.65563805,82.86953009,82.74552314,83.22136322,84.16471753,82.3950038,81.02847581,,,,,
Kuwait,KWT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,99.8197717,99.94561604,99.66977728,99.8812104,99.87513912,99.8849205,99.99032059,99.99110972,99.97178873,99.96480681,99.96427509,99.96790967,99.98791253,99.95330246,99.95804596,99.96126382,99.9643898,99.97083434,99.97502649,99.93540595,99.78131982,99.90828691,99.97008028,99.98470424,99.95523925,99.97471677,99.99998639,,,100,99.99999499,,100,,,100,100,100,99.99609681,,95.78056162,92.57270197,96.49017476,93.68988945,,,,,,
Latin America & Caribbean (excluding high income),LAC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,63.67439428,65.19430745,67.14059424,67.54965981,67.83720043,68.90626496,69.48079048,70.38243336,70.67492187,71.1680564,70.91357374,70.90757877,69.11857954,67.94818109,67.82655519,68.11504858,68.07359838,68.5467349,68.5053565,68.57976934,69.22748022,69.68643611,69.95892086,70.2951924,70.23641927,70.77416805,71.42675924,72.18666736,72.07359273,72.66812163,72.93451728,72.10998765,71.54923058,71.65932054,71.72568642,71.55511128,70.88124076,71.07129854,70.9465682,70.80764589,71.36696178,72.32094839,72.64022093,72.81043195,90.42620791,,,,,
Lao PDR,LAO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,90.88427682,91.15558986,94.01546179,92.73667916,91.79835359,92.33920881,90.05855237,91.5020855,91.66810798,92.47052564,92.1959941,90.73998288,91.80838679,91.89219451,93.09120562,93.88083418,93.86196919,91.94439308,92.20052103,92.54197385,93.63553061,93.1507263,95.13552148,95.16874689,95.31599545,94.60972911,95.14532135,95.12335334,95.71276746,94.03613655,94.73888812,95.20036763,94.80203398,94.6481866,93.99382539,93.38075006,92.60099912,95.57159729,95.59789134,94.97296041,95.51802998,96.36924729,95.74186308,97.62110111,,,,,,
Liberia,LBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,93.8207768,95.39383156,95.94208555,96.21670643,96.89375116,96.46365121,97.06539263,97.33111916,97.61882136,98.22619006,98.35754531,98.48867921,98.51987887,98.62093686,98.7659888,98.76018414,98.86422185,98.81839473,98.91166984,98.88036099,98.8963449,98.89077532,98.93127773,99.05348346,99.1060089,99.13991781,99.13522232,99.12668698,99.09551629,99.11828373,99.12458505,99.14797725,99.16231644,99.17569271,99.13547579,99.14138804,99.0961876,99.15229268,99.20403228,99.28147735,98.90275075,99.08135299,99.18550597,99.11129636,,,,,,
St. Lucia,LCA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,67.97081924,68.28538527,69.9702674,70.46069273,70.52809927,71.41666687,71.95304176,73.12634078,73.04884096,73.63076938,73.56061642,73.35550701,71.89404633,70.89654902,70.3894048,70.64157416,70.35065218,70.74417252,70.84407395,70.75953405,71.29772811,71.88772812,71.93402608,72.49866498,72.25884466,72.92941352,73.40695999,74.20481754,74.0941306,74.49533258,74.78302219,74.30389892,73.68151213,73.64484459,73.58924735,73.64012249,72.94927444,73.34611014,73.1863337,73.49142096,73.64050076,74.28230334,74.27159893,73.34633718,87.8803885,,,,,
Least developed countries: UN classification,LDC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,14.03530013,14.04658203,14.68872895,14.49894204,13.33498674,13.81864857,13.75967403,13.88118916,14.05174592,15.01421063,14.635417,14.82110504,14.74652763,15.02561679,15.28677837,15.82379654,15.87707259,16.57488983,16.29153966,16.90821003,16.68974202,16.54414501,16.66571984,16.93202282,18.39435209,18.72308302,19.19517206,19.333198,20.45297503,20.31693551,20.96264299,21.06094526,22.12353233,22.91194085,23.03388794,24.26504939,25.04647492,25.63709054,25.9853425,26.49544809,26.26947824,27.12556911,27.93096529,28.22410489,,,,,,
Low income,LIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,40.31459919,42.30743289,42.80726678,43.29478081,43.46678223,44.31170031,45.38476625,46.47879748,48.34107773,48.66437806,49.17857985,50.18464901,50.8719863,51.41045781,51.10240322,50.38345319,49.69390859,49.84638053,49.05468061,48.63282416,47.8517015,44.45673742,42.19926861,40.32473957,39.6102525,38.06842146,37.92544474,37.82501884,39.02664165,38.61396472,38.58179393,38.10916811,38.19391649,38.55608222,40.45149439,41.00797307,39.88852595,40.85307533,37.04215327,35.91597155,21.34529552,20.70267342,27.10114193,23.0152275,,,,,,
Liechtenstein,LIE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,26.01177758,30.49144408,31.10533142,26.34566871,24.06802711,23.53397244,25.40010916,27.40800523,28.80304069,29.23332978,28.64684178,30.57580187,30.91622868,26.80580479,24.74067138,24.50859956,26.12117835,24.74355181,23.55703249,24.11358073,25.13374657,24.79726535,29.80516926,31.698369,33.06375348,37.55152811,37.67683864,38.92736154,39.8370321,43.0245776,43.35644415,44.58774447,46.37187614,45.79686823,45.29383381,43.43980102,45.38813774,44.86267171,43.55871971,43.08771554,48.84018447,47.31202305,45.87418024,50.54557398,,,,,,
Lower middle income,LMC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,34.91117971,35.31674873,36.71370746,37.9089513,38.68870135,39.89363062,41.40688079,41.43427679,43.03409199,43.50292953,45.06658299,46.79220617,46.6019147,47.39133081,48.95940054,49.93636427,50.97332887,51.63307115,53.04062517,64.4480264,64.22386191,63.42866182,63.22583536,62.5648619,64.13665061,63.81586405,64.3081301,64.13385453,65.15575238,64.86153033,65.10370755,65.59014365,65.83583596,66.47579185,66.94145068,67.16003295,67.68337922,68.25738245,68.73960463,69.22335673,68.92272495,69.25171619,69.06856714,69.862067,,,,,,
Low & middle income,LMY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,55.35541894,56.27420146,57.46589301,57.8925723,59.33540372,60.2439166,61.77760775,63.12131229,63.51591179,63.59198347,63.54068715,64.17392843,64.26992518,64.85980145,65.25581346,65.74729689,66.47825285,67.04961057,67.32187834,77.00343993,76.60562795,75.94246362,75.85996494,75.31169994,75.78579523,75.75489337,75.6949584,75.48641239,75.60720278,75.7276035,75.96601318,76.2535662,77.15867222,77.9680362,78.58065901,79.12473129,79.53728978,79.74593083,79.75626399,80.31366153,80.7351516,80.66617522,80.45173627,80.72758956,88.96048145,,,,,
Lesotho,LSO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Late-demographic dividend,LTE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,96.02612609,96.20098474,96.38701005,96.43044142,96.56313379,96.9250631,96.67282032,96.5103709,96.1321333,96.30037292,96.7209182,67.37176674,68.04089221,68.9197898,69.06654592,70.52788869,71.23868232,72.59808158,74.32016739,74.3242835,74.01266433,72.91328296,73.25108086,73.73706645,74.09202379,73.8400588,74.55205166,75.11264413,75.69902926,75.57896,83.14285458,82.71497328,82.36297709,82.25332309,81.72365107,82.13897888,82.28884488,82.15374545,82.02306105,81.89191073,82.23099479,82.53427109,82.57737774,83.59668447,84.2210632,84.75466219,85.32363796,85.6788214,85.58686813,85.29799264,85.66001194,86.48750074,86.04695794,86.08624935,86.18233309,78.99368881,,,,,
Lithuania,LTU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.75342627,77.72702809,65.05710605,61.01380459,66.80929516,59.9704725,58.61733395,60.17216697,59.25243502,60.26766649,58.67376983,57.44371638,53.45321369,52.15905904,53.3631103,59.88021109,61.14546618,60.9706202,60.25067732,55.37100449,74.29750942,73.87595173,72.89319445,70.02233644,67.99374947,,,,,,
Luxembourg,LUX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.92451652,99.91239348,99.48767596,98.7830081,98.19268619,97.93904089,97.38759715,97.21771291,97.20080657,96.98460145,96.56297917,96.0918435,95.98769206,95.95872753,94.85948931,94.33700819,93.99999948,93.51444535,93.83302409,93.18829057,92.30693376,90.94392859,89.82348673,88.71379639,88.95788562,89.10240494,89.1765245,88.44921707,88.12741506,88.89654975,89.17085254,89.30698436,89.32659978,89.34209305,87.94841452,84.91984748,85.62631275,84.28297119,82.71809006,83.01312235,83.44341262,84.98340818,89.84916727,89.7010317,91.2583383,91.16899273,90.33412984,88.08548398,87.11638336,88.70503581,87.95743151,87.00863719,87.21562043,84.50600181,83.33175267,80.56229521,,,,,
Latvia,LVA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.76807897,79.82075961,76.61425697,73.37090452,70.50862837,66.42518378,65.23375847,65.08488454,64.9938205,63.32951944,63.38829031,63.67106267,63.41260314,63.63404893,62.98706756,63.18156672,64.808012,65.12969688,65.08767982,61.12606339,65.84999642,62.89389927,58.04189359,58.92421248,56.71742757,,,,,,
"Macao SAR, China",MAC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,73.56454614,74.75674382,77.79663205,78.82240805,79.88969032,81.05870662,81.75260797,82.30753101,82.81309573,82.85067962,83.35422713,84.30878978,84.71280625,85.01519576,84.81729585,84.76799577,84.5937703,84.92221507,85.62125012,85.48591037,84.59571682,85.26846527,86.03306542,86.66987802,87.01038278,86.36749359,86.51610121,86.3863488,86.95095375,86.52996649,87.5474677,87.79692606,87.1469071,81.49044646,84.22703751,84.82306217,85.3389983,86.37394812,86.37173258,87.0983164,88.65514878,89.1059794,88.2493003,88.46886281,,,,,,
Monaco,MCO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72865677,98.33243531,97.27127802,94.68961838,94.2949714,93.23919865,92.8344921,92.18524724,91.48474834,90.97027158,89.48375959,87.804714,89.2940718,89.42114872,88.00969053,89.55525253,89.06282699,92.64322527,90.35400377,91.14389049,90.57070791,86.33121226,88.68802224,,,,,,
Madagascar,MDG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Middle East & North Africa,MEA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,95.08404,95.11459896,95.44442209,95.72744287,95.86318475,96.10881451,96.24292972,96.36797308,96.88441002,97.18150537,97.28144612,97.54081595,97.80391346,97.8912536,97.77968387,97.83561789,97.85294027,98.05055044,98.14297918,98.00302802,97.80624459,98.07520486,98.16853176,98.2552553,98.44957494,98.41188579,98.48588398,98.44363934,98.45905246,98.52798719,98.58170733,98.51893833,98.48056672,98.44004941,98.21281463,98.26444993,98.38465761,98.70906947,98.6498579,98.59763254,97.6595248,97.39753557,98.04267104,97.35902122,97.38212413,,,,,
Mexico,MEX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,83.1922526,84.55158179,85.22364367,85.36731293,86.33865579,86.85619355,87.46710898,88.71850495,88.90348749,90.360449,90.40010193,90.61288128,90.0872829,90.03597818,90.01739304,88.74772082,88.44363079,88.41359705,88.52680144,87.35333816,87.40530593,86.95013786,86.97184566,88.19844199,86.18629766,86.24386972,86.65881761,87.16154776,87.09443948,87.24953199,88.27885622,88.52239253,88.87888768,88.76018436,88.63817568,89.10735085,88.9004847,89.69529199,90.57949073,90.49508897,90.4646097,91.05699581,90.57104538,90.27848997,90.42620791,,,,,
Marshall Islands,MHL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Middle income,MIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,56.11015018,56.98260747,58.19367299,58.61365036,60.08793983,60.99164446,62.52858558,63.86890541,64.20918541,64.27660675,64.20727467,64.82658754,64.90731354,65.49096885,65.91096967,66.44101357,67.21124941,67.7911486,68.0938899,77.74473417,77.36705363,76.76741256,76.72417459,76.23468961,76.71850674,76.71036531,76.6608056,76.46566587,76.57623473,76.72070669,76.98054285,77.27744728,78.16429843,78.94731662,79.5277986,80.05431074,80.45553217,80.65173922,80.74217781,81.28190682,81.75691814,81.7029962,81.46359241,81.78734561,88.96048145,,,,,
